Latitude,Longitude,normalized_km,normalized_corr
-14.25,142.0,0.49405940594059405,0.7381616847997061
-14.25,142.25,0.5268741159830268,0.7344026193810027
-14.25,142.5,0.558981612446959,0.7371435456881885
-14.25,142.75,0.5898161244695899,0.7383435208905523
-14.25,143.0,0.6193776520509193,0.733594908854269
-14.25,143.25,0.6482319660537482,0.7263101621345343
-14.25,143.5,0.6752475247524752,0.7306707494961018
-14.25,143.75,0.7018387553041019,0.7552775679946072
-14.25,144.0,0.7298444130127298,0.7823134082353804
-14.25,144.25,0.7554455445544555,0.7910278509104539
-14.25,144.5,0.7775106082036775,0.7989934223129078
-14.25,144.75,0.7946251768033946,0.8086663379559401
-14.5,125.25,0.5217821782178218,0.8612750910153122
-14.5,125.5,0.5577086280056578,0.8638664643860325
-14.5,125.75,0.5933521923620934,0.8676206691562357
-14.5,126.0,0.6282885431400282,0.8703846134540454
-14.5,126.25,0.6625176803394626,0.875665856923534
-14.5,126.5,0.6957567185289958,0.8689147914962966
-14.5,126.75,0.7277227722772277,0.868520059639104
-14.5,127.0,0.7577086280056577,0.8611185288780938
-14.5,127.25,0.7851485148514852,0.8431413053461445
-14.5,127.5,0.8087694483734088,0.8178698465953157
-14.5,127.75,0.8268741159830268,0.8144464026343334
-14.5,128.0,0.8379066478076379,0.8304940073863661
-14.5,128.25,0.8403111739745404,0.8346335733818344
-14.5,129.5,0.7865629420084865,0.858462542244076
-14.5,129.75,0.7619519094766619,0.871274038010219
-14.5,130.0,0.74002828854314,0.8795971200374302
-14.5,130.25,0.7685997171145686,0.8795607564406961
-14.5,130.5,0.7975954738330976,0.8590248983829101
-14.5,130.75,0.8239038189533239,0.8522314106897741
-14.5,131.0,0.8451202263083452,0.8510332149401273
-14.5,131.25,0.8687411598302688,0.8560501097613985
-14.5,131.5,0.9026874115983027,0.8463389814217017
-14.5,131.75,0.9364922206506365,0.8218480578850625
-14.5,132.0,0.9684582743988684,0.793364626261778
-14.5,132.25,0.9943422913719944,0.7722879730484259
-14.5,132.5,0.9889674681753889,0.7579381290511994
-14.5,132.75,0.9927864214992927,0.7510719914046183
-14.5,133.0,0.9933521923620934,0.7402753317698536
-14.5,133.25,0.977086280056577,0.7301211671248461
-14.5,133.5,0.9397454031117397,0.7254414026276571
-14.5,133.75,0.9014144271570014,0.7196569112705149
-14.5,134.0,0.8630834512022632,0.722462131089293
-14.5,134.25,0.8246110325318246,0.7338492071590038
-14.5,134.5,0.7861386138613862,0.7495616325095825
-14.5,134.75,0.7476661951909477,0.7696171893394168
-14.5,135.0,0.7091937765205092,0.810013251349205
-14.5,135.25,0.6707213578500707,0.8429098868534148
-14.5,135.5,0.6322489391796322,0.8736021388069687
-14.5,135.75,0.5937765205091938,0.8914052645928062
-14.5,141.25,0.5038189533239038,0.8257286019708068
-14.5,141.5,0.5002828854314003,0.8012584187874939
-14.5,141.75,0.49377652050919385,0.7513826288607763
-14.5,142.0,0.5125884016973126,0.740367992334811
-14.5,142.25,0.5466760961810466,0.7387536965660113
-14.5,142.5,0.5800565770862801,0.7341816808274939
-14.5,142.75,0.6125884016973127,0.7342752022538828
-14.5,143.0,0.643988684582744,0.7260110073620603
-14.5,143.25,0.673974540311174,0.7186207077309057
-14.5,143.5,0.7028288543140029,0.7264698872980306
-14.5,143.75,0.7298444130127298,0.7473685564883953
-14.5,144.0,0.7562942008486563,0.7818103271510067
-14.5,144.25,0.7844413012729844,0.8005971133235148
